customer_id,customer_name,email,city,country,signup_date,plan_type,is_active
110,Customer_110,customer110@mail.com,Bangalore,India,2023-10-13,Premium,1
111,Customer_111,customer111@mail.com,Bangalore,India,2024-10-18,Basic,1
112,Customer_112,customer112@mail.com,Delhi,India,2023-04-29,Premium,1
113,Customer_113,customer113@mail.com,Mumbai,India,2024-08-17,Enterprise,1
114,Customer_114,customer114@mail.com,Delhi,India,2023-04-22,Basic,1
115,Customer_115,customer115@mail.com,Chennai,India,2025-03-16,Basic,0
116,Customer_116,customer116@mail.com,Hyderabad,India,2024-08-13,Basic,0
117,Customer_117,customer117@mail.com,Chennai,India,2024-03-22,Basic,0
118,Customer_118,customer118@mail.com,Bangalore,India,2024-03-17,Basic,1
119,Customer_119,customer119@mail.com,Pune,India,2023-11-18,Premium,0
120,Customer_120,customer120@mail.com,Chennai,India,2023-11-04,Basic,1
121,Customer_121,customer121@mail.com,Bangalore,India,2024-02-17,Premium,0
122,Customer_122,customer122@mail.com,Mumbai,India,2024-03-06,Premium,1
123,Customer_123,customer123@mail.com,Chennai,India,2025-02-05,Enterprise,1
124,Customer_124,customer124@mail.com,Hyderabad,India,2024-07-15,Premium,1
125,Customer_125,customer125@mail.com,Bangalore,India,2023-08-04,Basic,1
126,Customer_126,customer126@mail.com,Hyderabad,India,2024-03-28,Basic,0
127,Customer_127,customer127@mail.com,Pune,India,2024-04-29,Premium,0
128,Customer_128,customer128@mail.com,Chennai,India,2023-03-28,Basic,1
129,Customer_129,customer129@mail.com,Delhi,India,2025-04-18,Enterprise,0
130,Customer_130,customer130@mail.com,Chennai,India,2023-11-14,Basic,0
131,Customer_131,customer131@mail.com,Mumbai,India,2023-01-26,Basic,1
132,Customer_132,customer132@mail.com,Pune,India,2025-05-20,Premium,1
133,Customer_133,customer133@mail.com,Hyderabad,India,2024-10-06,Basic,1
134,Customer_134,customer134@mail.com,Hyderabad,India,2024-02-14,Basic,0
135,Customer_135,customer135@mail.com,Kolkata,India,2025-05-31,Premium,0
136,Customer_136,customer136@mail.com,Kolkata,India,2024-03-11,Basic,1
137,Customer_137,customer137@mail.com,Delhi,India,2024-07-24,Basic,0
138,Customer_138,customer138@mail.com,Hyderabad,India,2023-05-17,Premium,1
139,Customer_139,customer139@mail.com,Kolkata,India,2024-03-29,Premium,1
140,Customer_140,customer140@mail.com,Kolkata,India,2024-07-15,Basic,0
141,Customer_141,customer141@mail.com,Chennai,India,2025-06-01,Basic,1
142,Customer_142,customer142@mail.com,Kolkata,India,2023-09-11,Premium,1
143,Customer_143,customer143@mail.com,Kolkata,India,2025-03-07,Basic,0
144,Customer_144,customer144@mail.com,Bangalore,India,2024-03-26,Basic,1
145,Customer_145,customer145@mail.com,Mumbai,India,2023-10-06,Basic,0
146,Customer_146,customer146@mail.com,Mumbai,India,2023-06-04,Basic,0
147,Customer_147,customer147@mail.com,Chennai,India,2023-08-08,Basic,1
148,Customer_148,customer148@mail.com,Bangalore,India,2024-07-09,Basic,0
149,Customer_149,customer149@mail.com,Mumbai,India,2025-05-02,Basic,0
150,Customer_150,customer150@mail.com,Kolkata,India,2025-02-22,Basic,1
151,Customer_151,customer151@mail.com,Delhi,India,2023-12-27,Basic,1
152,Customer_152,customer152@mail.com,Kolkata,India,2025-05-05,Basic,0
153,Customer_153,customer153@mail.com,Hyderabad,India,2023-08-13,Basic,1
154,Customer_154,customer154@mail.com,Delhi,India,2024-02-03,Basic,1
155,Customer_155,customer155@mail.com,Chennai,India,2023-06-19,Premium,0
156,Customer_156,customer156@mail.com,Pune,India,2024-06-30,Basic,1
157,Customer_157,customer157@mail.com,Pune,India,2024-07-31,Premium,0
158,Customer_158,customer158@mail.com,Chennai,India,2024-03-14,Basic,1
159,Customer_159,customer159@mail.com,Mumbai,India,2023-02-21,Basic,1
160,Customer_160,customer160@mail.com,Mumbai,India,2024-04-10,Basic,1
161,Customer_161,customer161@mail.com,Bangalore,India,2025-02-09,Enterprise,1
162,Customer_162,customer162@mail.com,Bangalore,India,2025-05-04,Basic,0
163,Customer_163,customer163@mail.com,Chennai,India,2024-07-06,Basic,1
164,Customer_164,customer164@mail.com,Mumbai,India,2024-10-27,Basic,0
165,Customer_165,customer165@mail.com,Kolkata,India,2023-02-01,Enterprise,0
166,Customer_166,customer166@mail.com,Kolkata,India,2023-01-21,Premium,0
167,Customer_167,customer167@mail.com,Mumbai,India,2024-04-29,Premium,0
168,Customer_168,customer168@mail.com,Hyderabad,India,2024-12-17,Basic,1
169,Customer_169,customer169@mail.com,Mumbai,India,2024-09-12,Premium,0
170,Customer_170,customer170@mail.com,Kolkata,India,2025-04-18,Basic,1
171,Customer_171,customer171@mail.com,Delhi,India,2024-08-15,Basic,1
172,Customer_172,customer172@mail.com,Pune,India,2024-11-24,Enterprise,1
173,Customer_173,customer173@mail.com,Hyderabad,India,2025-01-02,Basic,0
174,Customer_174,customer174@mail.com,Delhi,India,2024-12-14,Premium,0
175,Customer_175,customer175@mail.com,Kolkata,India,2024-08-02,Premium,1
176,Customer_176,customer176@mail.com,Pune,India,2024-03-14,Premium,0
177,Customer_177,customer177@mail.com,Pune,India,2024-10-25,Basic,1
178,Customer_178,customer178@mail.com,Kolkata,India,2024-05-16,Basic,1
179,Customer_179,customer179@mail.com,Chennai,India,2025-04-28,Basic,0
180,Customer_180,customer180@mail.com,Hyderabad,India,2023-06-30,Premium,1
181,Customer_181,customer181@mail.com,Pune,India,2025-04-07,Enterprise,1
182,Customer_182,customer182@mail.com,Hyderabad,India,2024-03-22,Premium,1
183,Customer_183,customer183@mail.com,Bangalore,India,2025-05-22,Basic,0
184,Customer_184,customer184@mail.com,Bangalore,India,2024-04-06,Basic,1
185,Customer_185,customer185@mail.com,Pune,India,2024-09-16,Premium,1
186,Customer_186,customer186@mail.com,Delhi,India,2024-05-21,Premium,0
187,Customer_187,customer187@mail.com,Hyderabad,India,2023-08-06,Basic,1
188,Customer_188,customer188@mail.com,Bangalore,India,2023-10-14,Premium,1
189,Customer_189,customer189@mail.com,Pune,India,2023-01-11,Basic,0
190,Customer_190,customer190@mail.com,Delhi,India,2023-09-05,Premium,1
191,Customer_191,customer191@mail.com,Pune,India,2025-02-15,Basic,1
192,Customer_192,customer192@mail.com,Chennai,India,2024-12-29,Basic,0
193,Customer_193,customer193@mail.com,Delhi,India,2023-10-29,Basic,0
194,Customer_194,customer194@mail.com,Bangalore,India,2024-11-10,Basic,1
195,Customer_195,customer195@mail.com,Pune,India,2024-06-27,Basic,1
196,Customer_196,customer196@mail.com,Bangalore,India,2024-12-20,Basic,1
197,Customer_197,customer197@mail.com,Bangalore,India,2023-08-25,Basic,0
198,Customer_198,customer198@mail.com,Bangalore,India,2023-05-03,Premium,0
199,Customer_199,customer199@mail.com,Mumbai,India,2023-08-10,Premium,1
200,Customer_200,customer200@mail.com,Chennai,India,2024-08-26,Enterprise,1
201,Customer_201,customer201@mail.com,Delhi,India,2025-05-02,Basic,0
202,Customer_202,customer202@mail.com,Bangalore,India,2023-07-03,Basic,0
203,Customer_203,customer203@mail.com,Bangalore,India,2023-02-16,Enterprise,1
204,Customer_204,customer204@mail.com,Chennai,India,2023-05-10,Premium,1
205,Customer_205,customer205@mail.com,Delhi,India,2025-06-12,Basic,1
206,Customer_206,customer206@mail.com,Hyderabad,India,2024-05-05,Basic,0
207,Customer_207,customer207@mail.com,Delhi,India,2023-09-16,Enterprise,1
208,Customer_208,customer208@mail.com,Delhi,India,2025-04-21,Basic,1
209,Customer_209,customer209@mail.com,Delhi,India,2024-08-13,Premium,0
210,Customer_210,customer210@mail.com,Mumbai,India,2023-06-02,Premium,1
211,Customer_211,customer211@mail.com,Delhi,India,2023-09-12,Basic,1
212,Customer_212,customer212@mail.com,Pune,India,2024-09-02,Premium,0
213,Customer_213,customer213@mail.com,Kolkata,India,2024-06-19,Basic,1
214,Customer_214,customer214@mail.com,Bangalore,India,2025-05-30,Basic,1
215,Customer_215,customer215@mail.com,Bangalore,India,2024-08-05,Premium,0
216,Customer_216,customer216@mail.com,Kolkata,India,2023-08-01,Premium,1
217,Customer_217,customer217@mail.com,Chennai,India,2023-03-25,Basic,0
218,Customer_218,customer218@mail.com,Pune,India,2023-03-18,Basic,1
219,Customer_219,customer219@mail.com,Hyderabad,India,2024-12-06,Basic,1
220,Customer_220,customer220@mail.com,Delhi,India,2023-08-26,Basic,1
221,Customer_221,customer221@mail.com,Chennai,India,2025-05-30,Basic,0
222,Customer_222,customer222@mail.com,Bangalore,India,2025-03-17,Premium,0
223,Customer_223,customer223@mail.com,Hyderabad,India,2023-04-28,Basic,0
224,Customer_224,customer224@mail.com,Bangalore,India,2025-04-26,Basic,0
225,Customer_225,customer225@mail.com,Mumbai,India,2025-03-22,Basic,1
226,Customer_226,customer226@mail.com,Hyderabad,India,2023-05-08,Basic,1
227,Customer_227,customer227@mail.com,Chennai,India,2024-02-17,Enterprise,1
228,Customer_228,customer228@mail.com,Hyderabad,India,2023-03-24,Basic,1
229,Customer_229,customer229@mail.com,Chennai,India,2023-11-27,Premium,0
230,Customer_230,customer230@mail.com,Delhi,India,2023-08-23,Enterprise,0
231,Customer_231,customer231@mail.com,Kolkata,India,2024-11-19,Premium,0
232,Customer_232,customer232@mail.com,Kolkata,India,2025-02-13,Basic,1
233,Customer_233,customer233@mail.com,Bangalore,India,2023-07-05,Enterprise,1
234,Customer_234,customer234@mail.com,Chennai,India,2025-04-13,Basic,0
235,Customer_235,customer235@mail.com,Hyderabad,India,2023-12-23,Basic,1
236,Customer_236,customer236@mail.com,Chennai,India,2023-04-18,Premium,1
237,Customer_237,customer237@mail.com,Hyderabad,India,2024-12-11,Basic,1
238,Customer_238,customer238@mail.com,Kolkata,India,2025-02-17,Basic,1
239,Customer_239,customer239@mail.com,Delhi,India,2023-11-19,Basic,0
240,Customer_240,customer240@mail.com,Kolkata,India,2024-02-18,Premium,0
241,Customer_241,customer241@mail.com,Chennai,India,2025-06-09,Basic,1
242,Customer_242,customer242@mail.com,Delhi,India,2023-07-12,Basic,1
243,Customer_243,customer243@mail.com,Chennai,India,2024-03-28,Premium,0
244,Customer_244,customer244@mail.com,Bangalore,India,2024-07-16,Basic,1
245,Customer_245,customer245@mail.com,Hyderabad,India,2024-12-16,Basic,0
246,Customer_246,customer246@mail.com,Chennai,India,2024-09-15,Premium,0
247,Customer_247,customer247@mail.com,Bangalore,India,2024-07-18,Basic,1
248,Customer_248,customer248@mail.com,Delhi,India,2023-08-19,Enterprise,0
249,Customer_249,customer249@mail.com,Hyderabad,India,2023-05-01,Premium,0
250,Customer_250,customer250@mail.com,Hyderabad,India,2025-01-03,Basic,1
251,Customer_251,customer251@mail.com,Hyderabad,India,2025-05-04,Basic,1
252,Customer_252,customer252@mail.com,Mumbai,India,2024-04-12,Basic,1
253,Customer_253,customer253@mail.com,Mumbai,India,2024-09-05,Basic,0
254,Customer_254,customer254@mail.com,Kolkata,India,2023-03-13,Basic,1
255,Customer_255,customer255@mail.com,Bangalore,India,2025-03-17,Basic,0
256,Customer_256,customer256@mail.com,Bangalore,India,2025-01-13,Basic,1
257,Customer_257,customer257@mail.com,Kolkata,India,2023-06-02,Basic,1
258,Customer_258,customer258@mail.com,Bangalore,India,2023-12-07,Basic,1
259,Customer_259,customer259@mail.com,Hyderabad,India,2023-11-26,Premium,0
260,Customer_260,customer260@mail.com,Pune,India,2024-01-28,Basic,1
261,Customer_261,customer261@mail.com,Delhi,India,2023-11-22,Premium,1
262,Customer_262,customer262@mail.com,Hyderabad,India,2024-11-10,Premium,0
263,Customer_263,customer263@mail.com,Hyderabad,India,2023-02-07,Basic,1
264,Customer_264,customer264@mail.com,Kolkata,India,2023-04-13,Premium,1
265,Customer_265,customer265@mail.com,Delhi,India,2024-06-22,Enterprise,0
266,Customer_266,customer266@mail.com,Chennai,India,2023-05-28,Basic,0
267,Customer_267,customer267@mail.com,Delhi,India,2024-04-25,Premium,1
268,Customer_268,customer268@mail.com,Bangalore,India,2024-09-30,Premium,0
269,Customer_269,customer269@mail.com,Kolkata,India,2023-12-03,Premium,1
270,Customer_270,customer270@mail.com,Bangalore,India,2024-10-03,Premium,1
271,Customer_271,customer271@mail.com,Kolkata,India,2024-07-08,Basic,0
272,Customer_272,customer272@mail.com,Mumbai,India,2024-10-08,Premium,1
273,Customer_273,customer273@mail.com,Mumbai,India,2025-02-03,Basic,0
274,Customer_274,customer274@mail.com,Kolkata,India,2024-10-10,Premium,0
275,Customer_275,customer275@mail.com,Hyderabad,India,2023-06-20,Premium,0
276,Customer_276,customer276@mail.com,Delhi,India,2023-11-29,Premium,1
277,Customer_277,customer277@mail.com,Bangalore,India,2024-01-19,Basic,0
278,Customer_278,customer278@mail.com,Pune,India,2024-02-26,Basic,0
279,Customer_279,customer279@mail.com,Mumbai,India,2023-06-29,Basic,1
280,Customer_280,customer280@mail.com,Pune,India,2024-11-30,Basic,0
281,Customer_281,customer281@mail.com,Mumbai,India,2024-04-17,Premium,1
282,Customer_282,customer282@mail.com,Bangalore,India,2024-11-13,Basic,1
283,Customer_283,customer283@mail.com,Bangalore,India,2024-11-24,Basic,0
284,Customer_284,customer284@mail.com,Hyderabad,India,2023-12-20,Enterprise,1
285,Customer_285,customer285@mail.com,Chennai,India,2024-03-10,Premium,1
286,Customer_286,customer286@mail.com,Kolkata,India,2023-11-06,Basic,1
287,Customer_287,customer287@mail.com,Kolkata,India,2024-05-09,Basic,1
288,Customer_288,customer288@mail.com,Pune,India,2024-01-03,Basic,1
289,Customer_289,customer289@mail.com,Delhi,India,2025-04-29,Premium,1
290,Customer_290,customer290@mail.com,Delhi,India,2024-08-02,Premium,0
291,Customer_291,customer291@mail.com,Pune,India,2025-02-02,Basic,1
292,Customer_292,customer292@mail.com,Kolkata,India,2025-03-29,Basic,1
293,Customer_293,customer293@mail.com,Mumbai,India,2024-10-13,Basic,1
294,Customer_294,customer294@mail.com,Chennai,India,2025-02-12,Premium,0
295,Customer_295,customer295@mail.com,Chennai,India,2023-04-10,Enterprise,0
296,Customer_296,customer296@mail.com,Bangalore,India,2025-03-18,Basic,1
297,Customer_297,customer297@mail.com,Chennai,India,2023-05-15,Basic,1
298,Customer_298,customer298@mail.com,Bangalore,India,2025-02-04,Basic,0
299,Customer_299,customer299@mail.com,Mumbai,India,2025-03-16,Basic,1
300,Customer_300,customer300@mail.com,Pune,India,2024-05-28,Enterprise,0
301,Customer_301,customer301@mail.com,Bangalore,India,2025-04-24,Enterprise,1
302,Customer_302,customer302@mail.com,Chennai,India,2025-06-10,Basic,0
303,Customer_303,customer303@mail.com,Hyderabad,India,2023-03-19,Basic,0
304,Customer_304,customer304@mail.com,Kolkata,India,2024-11-23,Premium,1
305,Customer_305,customer305@mail.com,Kolkata,India,2025-04-03,Basic,0
306,Customer_306,customer306@mail.com,Kolkata,India,2024-02-09,Basic,0
307,Customer_307,customer307@mail.com,Hyderabad,India,2024-01-13,Premium,1
308,Customer_308,customer308@mail.com,Pune,India,2024-01-26,Premium,1
309,Customer_309,customer309@mail.com,Delhi,India,2024-11-22,Basic,0
310,Customer_310,customer310@mail.com,Pune,India,2024-07-28,Basic,0
311,Customer_311,customer311@mail.com,Chennai,India,2023-03-06,Premium,1
312,Customer_312,customer312@mail.com,Chennai,India,2023-11-06,Premium,0
313,Customer_313,customer313@mail.com,Mumbai,India,2023-02-16,Enterprise,1
314,Customer_314,customer314@mail.com,Hyderabad,India,2023-04-29,Basic,0
315,Customer_315,customer315@mail.com,Hyderabad,India,2024-04-09,Basic,1
316,Customer_316,customer316@mail.com,Pune,India,2025-01-30,Premium,1
317,Customer_317,customer317@mail.com,Chennai,India,2023-04-12,Premium,1
318,Customer_318,customer318@mail.com,Bangalore,India,2023-02-03,Premium,0
319,Customer_319,customer319@mail.com,Hyderabad,India,2024-03-31,Enterprise,1
320,Customer_320,customer320@mail.com,Delhi,India,2024-12-03,Basic,1
321,Customer_321,customer321@mail.com,Delhi,India,2024-02-12,Basic,0
322,Customer_322,customer322@mail.com,Kolkata,India,2025-04-23,Basic,0
323,Customer_323,customer323@mail.com,Chennai,India,2024-10-16,Basic,0
324,Customer_324,customer324@mail.com,Delhi,India,2025-03-16,Basic,0
325,Customer_325,customer325@mail.com,Kolkata,India,2024-08-01,Basic,0
326,Customer_326,customer326@mail.com,Pune,India,2023-08-10,Premium,0
327,Customer_327,customer327@mail.com,Bangalore,India,2025-03-03,Basic,0
328,Customer_328,customer328@mail.com,Bangalore,India,2025-05-29,Enterprise,0
329,Customer_329,customer329@mail.com,Pune,India,2023-09-14,Premium,0
330,Customer_330,customer330@mail.com,Chennai,India,2025-06-06,Basic,0
331,Customer_331,customer331@mail.com,Bangalore,India,2025-03-19,Premium,1
332,Customer_332,customer332@mail.com,Delhi,India,2023-06-28,Basic,0
333,Customer_333,customer333@mail.com,Chennai,India,2024-03-07,Basic,0
334,Customer_334,customer334@mail.com,Hyderabad,India,2024-04-04,Premium,0
335,Customer_335,customer335@mail.com,Hyderabad,India,2024-05-30,Basic,0
336,Customer_336,customer336@mail.com,Chennai,India,2025-03-13,Enterprise,1
337,Customer_337,customer337@mail.com,Hyderabad,India,2024-10-20,Enterprise,0
338,Customer_338,customer338@mail.com,Hyderabad,India,2025-05-17,Basic,0
339,Customer_339,customer339@mail.com,Hyderabad,India,2024-12-30,Enterprise,0
340,Customer_340,customer340@mail.com,Delhi,India,2023-11-26,Premium,0
341,Customer_341,customer341@mail.com,Mumbai,India,2023-10-09,Premium,1
342,Customer_342,customer342@mail.com,Hyderabad,India,2024-09-03,Basic,1
343,Customer_343,customer343@mail.com,Pune,India,2024-09-11,Basic,0
344,Customer_344,customer344@mail.com,Kolkata,India,2024-11-01,Premium,0
345,Customer_345,customer345@mail.com,Hyderabad,India,2024-04-07,Premium,1
346,Customer_346,customer346@mail.com,Bangalore,India,2025-04-27,Basic,1
347,Customer_347,customer347@mail.com,Chennai,India,2023-04-08,Basic,1
348,Customer_348,customer348@mail.com,Chennai,India,2023-09-19,Basic,0
349,Customer_349,customer349@mail.com,Chennai,India,2024-04-30,Basic,0
350,Customer_350,customer350@mail.com,Delhi,India,2024-03-18,Basic,1
351,Customer_351,customer351@mail.com,Kolkata,India,2023-05-14,Basic,1
352,Customer_352,customer352@mail.com,Chennai,India,2023-05-06,Basic,1
353,Customer_353,customer353@mail.com,Kolkata,India,2025-01-08,Basic,1
354,Customer_354,customer354@mail.com,Pune,India,2023-11-16,Basic,0
355,Customer_355,customer355@mail.com,Mumbai,India,2024-11-03,Basic,0
356,Customer_356,customer356@mail.com,Bangalore,India,2025-05-15,Basic,0
357,Customer_357,customer357@mail.com,Kolkata,India,2023-10-13,Basic,1
358,Customer_358,customer358@mail.com,Kolkata,India,2024-07-28,Enterprise,0
359,Customer_359,customer359@mail.com,Pune,India,2024-11-04,Premium,1
360,Customer_360,customer360@mail.com,Delhi,India,2023-07-04,Basic,1
361,Customer_361,customer361@mail.com,Bangalore,India,2023-12-26,Basic,0
362,Customer_362,customer362@mail.com,Pune,India,2024-11-04,Basic,0
363,Customer_363,customer363@mail.com,Chennai,India,2024-10-10,Enterprise,0
364,Customer_364,customer364@mail.com,Chennai,India,2024-06-27,Basic,1
365,Customer_365,customer365@mail.com,Hyderabad,India,2023-12-16,Basic,1
366,Customer_366,customer366@mail.com,Chennai,India,2023-11-29,Premium,0
367,Customer_367,customer367@mail.com,Delhi,India,2023-06-09,Basic,0
368,Customer_368,customer368@mail.com,Chennai,India,2023-03-25,Basic,1
